star_type,temperature,radius_km,distance_ls,distance_au,heat,pred_v82_power,error_v82,abs_error_v82,pred_v80_ergod,error_v80,abs_error_v80,improvement
F4,7133.0,1075820.0,4305.0,8.627254509018035,24.9,24.02289590798585,-0.8771040920141502,0.8771040920141502,66.4745429728274,41.574542972827395,41.574542972827395,40.697438880813245
M1,2125.0,154476.0,22.0,0.0440881763527054,49.7,44.64819519703683,-5.051804802963176,5.051804802963176,40.69682530173833,-9.003174698261674,9.003174698261674,3.951369895298498
M0,3851.0,470232.0,147.0,0.2945891783567134,58.8,54.410069362164975,-4.389930637835022,4.389930637835022,55.72614119298234,-3.0738588070176576,3.0738588070176576,-1.3160718308173642
M0,3851.0,470232.0,418.0,0.8376753507014028,28.0,27.23340308539857,-0.766596914601422,0.766596914601422,18.963093342731327,-9.036906657268673,9.036906657268673,8.270309742667251
M0,3851.0,470232.0,1043.0,2.090180360721443,11.8,11.239026052654566,-0.5609739473454347,0.5609739473454347,1.5784394872844685,-10.221560512715532,10.221560512715532,9.660586565370098
M0,3851.0,470232.0,16819.0,33.705410821643284,0.7,0.3453178121305154,-0.3546821878694846,0.3546821878694846,8.817506784829954e-28,-0.7,0.7,0.3453178121305154
K6,4436.0,535113.0,17.0,0.034068136272545,96.7,94.88565056063888,-1.814349439361124,1.814349439361124,97.87703923475193,1.1770392347519305,1.1770392347519305,-0.6373102046091934
K6,4436.0,535113.0,230.0,0.4609218436873747,48.9,55.98754590208319,7.087545902083193,7.087545902083193,74.80265700003007,25.902657000030068,25.902657000030068,18.815111097946875
M2,3529.0,270101.0,39.0,0.0781563126252505,73.9,67.98973299348515,-5.910267006514857,5.910267006514857,72.08519002068434,-1.814809979315669,1.814809979315669,-4.095457027199188
M6,3033.0,276947.0,16.0,0.032064128256513,86.7,79.86265932726944,-6.837340672730562,6.837340672730562,82.50712440047889,-4.192875599521116,4.192875599521116,-2.644465073209446
M6,3033.0,276947.0,342.0,0.685370741482966,14.2,11.76025463563488,-2.43974536436512,2.43974536436512,1.640607776072613,-12.559392223927386,12.559392223927386,10.119646859562266
M6,3033.0,276947.0,14109.0,28.274549098196392,0.3,0.1038082203598845,-0.1961917796401154,0.1961917796401154,2.2967707957826794e-72,-0.3,0.3,0.1038082203598846
A8,8130.0,1364071.0,17.0,0.034068136272545,99.5,99.462087601661,-0.0379123983389888,0.0379123983389888,99.9497899295222,0.449789929522197,0.449789929522197,0.4118775311832082
A8,8130.0,1364071.0,205.0,0.4108216432865731,95.4,93.81356876663232,-1.5864312333676909,1.5864312333676909,99.3962037855149,3.9962037855148935,3.9962037855148935,2.409772552147203
A8,8130.0,1364071.0,889.0,1.781563126252505,81.2,77.0892132660749,-4.110786733925096,4.110786733925096,97.4078378984092,16.207837898409196,16.207837898409196,12.0970511644841
A8,8130.0,1364071.0,1683.0,3.372745490981964,66.9,63.032513383836914,-3.867486616163092,3.867486616163092,95.14953748561408,28.24953748561407,28.24953748561407,24.38205086945098
A8,8130.0,1364071.0,1848.0,3.703406813627255,64.3,60.63138078719724,-3.66861921280276,3.66861921280276,94.68685450789043,30.386854507890433,30.386854507890433,26.718235295087673
